id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_left,att_goal_high_right,att_ibox_blocked,att_lf_total,att_miss_high,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_one_on_one,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_sv_low_right,backward_pass,ball_recovery,big_chance_missed,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_openplay,head_clearance,head_pass,interception,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shot_off_target,six_yard_block,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_tackle,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_throws,assist_own_goal,att_bx_centre,att_bx_right,att_cmiss_left,att_cmiss_right,att_fastbreak,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_miss,att_hd_target,att_hd_total,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_miss_high_left,att_miss_high_right,att_miss_left,att_obox_post,att_obp_goal,att_obx_right,att_post_right,att_setpiece,att_sv_high_left,att_sv_low_centre,big_chance_created,big_chance_scored,blocked_cross,clearance_off_line,dangerous_play,effective_blocked_cross,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,hit_woodwork,interceptions_in_box,offside_provoked,overrun,penalty_conceded,pen_goals_conceded,post_scoring_att,shield_ball_oop,shot_fastbreak,total_fastbreak,total_flick_on,total_offside,total_throws,won_corners,yellow_card,att_cmiss_high,att_goal_high_centre,att_goal_high_left,att_hd_goal,att_sv_low_left,error_lead_to_shot,fouled_final_third,goal_assist_setplay,own_goals,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,penalty_save,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,att_assist_setplay,att_cmiss_high_right,att_lg_centre,att_sv_high_centre,att_sv_high_right,foul_throw_in,att_freekick_miss,att_freekick_total,att_ibox_post,error_lead_to_goal,last_man_tackle,freekick_cross,assist_attempt_saved,assist_free_kick_won,accurate_pull_back,corner_taken,times_tackled,winning_goal,accurate_corners_intobox,accurate_freekick_cross,goal_assist_deadball,second_goal_assist,total_corners_intobox,att_hd_post,red_card,second_yellow,att_post_high,assist_penalty_won,att_cmiss_high_left,penalty_won,att_freekick_goal,att_freekick_target,att_obxd_left,att_obx_left,goal_fastbreak,att_post_left,att_pen_goal,att_freekick_post,assist_blocked_shot,assist_handball_won,assist_pass_lost,assist_post,att_pen_post,att_pen_target,att_obxd_right,att_corner,rescinded_red_card,att_pen_miss,att_lg_right,att_lg_left
2686,257563.0,Ben Watson,Ben,Watson,1985-07-09,England,England,26.0,M,Centre Central Midfielder,79,97.0,12.0,98.0,4.0,3.0,18.0,194.0,,7.0,10.0,8.0,8.0,46.0,20.0,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,1.0,,29.0,37.0,,11.0,1.0,21.0,,1.0,1.0,2.0,1.0,38.0,34.0,9.0,2.0,27.0,11.0,108.0,6.0,,12.0,11.0,,2.0,29.0,7.0,7.0,49.0,39.0,28.0,5.0,1.0,458.0,2.0,1.0,,224.0,1.0,37.0,23.0,8.0,54.0,54.0,,20.0,17.0,11.0,50.0,,,28.0,185.0,5.0,3.0,112.0,20.0,9.0,0.0,4.0,2.0,55371.90399169922,41.0,128.0,15.0,3.0,35.0,236.0,,1.0,4.0,2.0,19.0,,304.0,1.0,6.0,6.0,5.0,2.0,,9.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,2.0,,1.0,1.0,,,1.0,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,2.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452,259569.0,Danny Welbeck,Danny,Welbeck,1990-11-26,England,England,18.0,F,Centre Striker,79,78.0,3.0,235.0,0.0,24.0,1.0,313.0,1.0,33.0,24.0,28.0,6.0,96.0,52.0,23.0,9.0,11.0,4.0,,5.0,6.0,3.0,2.0,3.0,1.0,2.0,3.0,9.0,2.0,29.0,2.0,6.0,18.0,2.0,112.0,38.0,7.0,28.0,8.0,8.0,,2.0,,25.0,6.0,86.0,77.0,12.0,8.0,22.0,13.0,68.0,12.0,5.0,21.0,21.0,5.0,8.0,37.0,11.0,11.0,83.0,10.0,2.0,11.0,2.0,1185.0,4.0,9.0,13.0,388.0,1.0,81.0,41.0,19.0,150.0,150.0,10.0,14.0,14.0,28.0,129.0,11.0,2.0,157.0,309.0,21.0,13.0,85.0,5.0,12.0,23.0,2.0,2.0,139035.28906250003,208.0,309.0,1.0,26.0,4.0,392.0,2.0,32.0,7.0,16.0,20.0,2.0,610.0,63.0,30.0,30.0,20.0,11.0,14.0,13.0,,,5.0,2.0,,13.0,2.0,1.0,1.0,,1.0,2.0,1.0,4.0,,6.0,4.0,9.0,5.0,1.0,2.0,,2.0,4.0,,0.0,,,2.0,1.0,2.0,2.0,3.0,1.0,,,1.0,,2.0,1.0,2.0,2.0,1.0,,,5.0,,1.0,,,,,26.0,4.0,2.0,7.0,1.0,1.0,,1.0,2.0,1.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8889,180235.0,Nahki Wells,Nahki,Wells,1990-06-01,Bermuda,Bermuda,21.0,F,Centre Striker,79,6.0,,10.0,,1.0,,16.0,,5.0,,9.0,3.0,8.0,4.0,2.0,1.0,,1.0,,,1.0,,,1.0,,,,1.0,,3.0,,1.0,2.0,,8.0,5.0,1.0,2.0,1.0,,,2.0,,3.0,1.0,12.0,5.0,,,,4.0,1.0,,,3.0,2.0,,,1.0,,,3.0,1.0,1.0,8.0,,46.0,,,1.0,15.0,,1.0,5.0,1.0,7.0,7.0,2.0,2.0,1.0,2.0,4.0,1.0,,6.0,15.0,2.0,,6.0,,,1.0,2.0,2.0,11327.91508483886,6.0,12.0,,1.0,,16.0,,3.0,,9.0,4.0,,34.0,6.0,2.0,2.0,,,1.0,3.0,,,,,,1.0,,,,0.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4489,42970.0,Ashley Westwood,Ashley,Westwood,1990-04-01,England,England,18.0,M,Centre Central Midfielder,79,238.0,44.0,254.0,6.0,9.0,64.0,489.0,,5.0,10.0,19.0,9.0,114.0,58.0,4.0,4.0,6.0,1.0,,3.0,,,1.0,2.0,,1.0,1.0,4.0,,8.0,,1.0,8.0,,90.0,84.0,1.0,11.0,5.0,14.0,1.0,2.0,9.0,5.0,6.0,39.0,34.0,16.0,7.0,102.0,13.0,199.0,12.0,,17.0,16.0,,7.0,43.0,19.0,19.0,143.0,113.0,67.0,4.0,4.0,1107.0,4.0,4.0,1.0,589.0,9.0,95.0,94.0,30.0,136.0,136.0,4.0,29.0,51.0,11.0,167.0,2.0,0.0,109.0,480.0,8.0,8.0,256.0,74.0,16.0,4.0,13.0,13.0,142960.87362670898,176.0,356.0,29.0,9.0,116.0,599.0,,8.0,2.0,7.0,13.0,,727.0,7.0,6.0,6.0,10.0,9.0,2.0,10.0,3.0,3.0,2.0,,,3.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,2.0,,0.0,,,0.0,1.0,1.0,,1.0,,,3.0,,0.0,,,,,,,4.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,289829.0,Glenn Whelan,Glenn,Whelan,1984-01-13,Ireland,Ireland,26.0,M,Centre Defensive Midfielder,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14548,284417.0,Ben White,Ben,White,1997-10-08,England,England,4.0,D,Centre/Right Central Defender,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,19391.0,Dean Whitehead,Dean,Whitehead,1982-01-12,England,England,4.0,M,Centre Central Midfielder,79,31.0,,11.0,,,1.0,42.0,,,1.0,4.0,,9.0,3.0,,,,,,,,,,,,,,,,,,,,,6.0,5.0,,1.0,,1.0,,,,,,1.0,1.0,,,5.0,,14.0,,,3.0,3.0,,,2.0,2.0,2.0,15.0,3.0,2.0,4.0,0.0,68.0,,,,49.0,,4.0,3.0,,8.0,8.0,,3.0,2.0,1.0,15.0,,,4.0,41.0,1.0,,36.0,1.0,,,,,10488.721862792974,6.0,14.0,1.0,,3.0,50.0,,,,4.0,,,54.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15111,90970.0,Alfie Whiteman,Alfie,Whiteman,1998-10-02,England,England,,G,Goalkeeper,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4396,301494.0,Connor Wickham,Connor,Wickham,1993-03-31,England,England,19.0,F,Centre Striker,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,35781.0,Rhoys Wiggins,Rhoys,Wiggins,1987-11-04,England,Wales,12.0,D,Left Full Back,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7114,279430.0,Georginio Wijnaldum,Georginio,Wijnaldum,1990-11-11,Netherlands,Netherlands,18.0,M,Centre Attacking Midfielder,79,518.0,34.0,621.0,4.0,26.0,46.0,1138.0,,29.0,16.0,33.0,7.0,135.0,65.0,19.0,19.0,20.0,2.0,1.0,4.0,2.0,2.0,4.0,10.0,,5.0,4.0,19.0,,25.0,1.0,6.0,31.0,1.0,264.0,173.0,1.0,27.0,14.0,12.0,12.0,0.0,2.0,36.0,10.0,101.0,108.0,19.0,7.0,124.0,13.0,257.0,27.0,1.0,23.0,22.0,1.0,7.0,48.0,25.0,25.0,342.0,90.0,57.0,4.0,3.0,2387.0,12.0,10.0,10.0,1243.0,2.0,186.0,144.0,23.0,227.0,227.0,12.0,54.0,107.0,27.0,403.0,14.0,,274.0,1116.0,18.0,22.0,554.0,54.0,19.0,55.0,2.0,2.0,280623.9470214844,331.0,714.0,10.0,27.0,65.0,1266.0,,38.0,6.0,6.0,34.0,2.0,1593.0,47.0,34.0,34.0,17.0,19.0,42.0,23.0,1.0,1.0,6.0,6.0,,15.0,,2.0,,,,,,3.0,1.0,4.0,1.0,9.0,5.0,,1.0,,5.0,3.0,,,,0.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,4.0,6.0,,3.0,0.0,1.0,,,10.0,4.0,6.0,7.0,1.0,,,,,6.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,1.0,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
16549,53192.0,Will Miller,William,Miller,1996-06-08,England,England,18.0,M,Left/Right Winger,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4767,287510.0,Jonathan Williams,Jonathan,Williams,1993-10-09,Wales,Wales,20.0,M,Left/Centre/Right Attacking Midfielder,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4748,188215.0,Willian,Willian,Borges da Silva,1988-08-09,Brazil,Brazil,12.0,F,Left/Centre/Right Winger,79,143.0,34.0,620.0,,58.0,39.0,741.0,3.0,15.0,10.0,36.0,5.0,122.0,73.0,29.0,25.0,43.0,7.0,1.0,8.0,10.0,2.0,6.0,6.0,1.0,8.0,9.0,24.0,1.0,40.0,5.0,13.0,43.0,9.0,244.0,101.0,3.0,42.0,14.0,16.0,3.0,42.0,3.0,34.0,7.0,105.0,135.0,9.0,5.0,83.0,10.0,214.0,20.0,6.0,19.0,17.0,5.0,5.0,22.0,10.0,10.0,283.0,45.0,21.0,9.0,2.0,1883.0,24.0,37.0,25.0,901.0,1.0,110.0,197.0,141.0,405.0,405.0,14.0,40.0,47.0,42.0,183.0,15.0,1.0,427.0,720.0,12.0,62.0,186.0,58.0,9.0,98.0,99.0,62.0,209646.9039306641,533.0,837.0,4.0,62.0,62.0,924.0,,54.0,9.0,16.0,22.0,5.0,1416.0,102.0,57.0,57.0,36.0,20.0,67.0,17.0,22.0,13.0,24.0,5.0,,13.0,8.0,1.0,3.0,2.0,1.0,2.0,1.0,,,1.0,5.0,6.0,10.0,,6.0,1.0,3.0,2.0,1.0,,,,2.0,,6.0,8.0,3.0,1.0,,,1.0,2.0,7.0,5.0,6.0,1.0,2.0,1.0,0.0,12.0,,,1.0,,2.0,2.0,48.0,5.0,7.0,18.0,1.0,,,1.0,1.0,3.0,,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,1.0,1.0,1.0,5.0,,,,17.0,,,,49.0,,,10.0,4.0,1.0,,38.0,,,,,,,1.0,,4.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,
14446,287383.0,Joseph Willock,Joseph,Willock,1999-08-20,England,England,28.0,M,Centre Attacking Midfielder,79,17.0,1.0,14.0,0.0,1.0,1.0,31.0,,3.0,0.0,2.0,2.0,5.0,3.0,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,8.0,1.0,,4.0,,,,,,2.0,,8.0,4.0,1.0,,5.0,3.0,9.0,1.0,,2.0,2.0,,,1.0,1.0,1.0,12.0,1.0,1.0,2.0,1.0,82.0,,,,39.0,,4.0,2.0,2.0,14.0,14.0,,0.0,1.0,4.0,11.0,1.0,,4.0,30.0,3.0,,20.0,2.0,1.0,,,,10513.53686523438,8.0,20.0,0.0,2.0,1.0,40.0,,1.0,1.0,1.0,4.0,1.0,58.0,1.0,2.0,2.0,,,,2.0,,,0.0,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3547,286905.0,Jack Wilshere,Jack,Wilshere,1992-01-01,England,England,11.0,M,Centre Central Midfielder,79,220.0,31.0,479.0,,24.0,23.0,698.0,2.0,7.0,7.0,20.0,11.0,100.0,62.0,6.0,9.0,12.0,2.0,,2.0,12.0,2.0,2.0,4.0,,2.0,3.0,9.0,,12.0,,1.0,3.0,1.0,112.0,101.0,1.0,14.0,6.0,16.0,2.0,,3.0,25.0,5.0,73.0,104.0,5.0,4.0,93.0,15.0,200.0,12.0,1.0,16.0,15.0,,4.0,24.0,8.0,8.0,274.0,77.0,55.0,4.0,,1187.0,2.0,13.0,5.0,791.0,2.0,82.0,82.0,41.0,183.0,183.0,7.0,41.0,53.0,14.0,222.0,4.0,,259.0,682.0,8.0,15.0,236.0,67.0,5.0,55.0,3.0,3.0,141834.33947753906,332.0,575.0,4.0,26.0,44.0,808.0,2.0,15.0,2.0,8.0,15.0,9.0,1035.0,24.0,24.0,24.0,37.0,11.0,45.0,10.0,1.0,1.0,,2.0,,4.0,,,,,,,,,,,1.0,2.0,1.0,1.0,3.0,,,,,,,,,1.0,2.0,4.0,,,,,,1.0,3.0,2.0,3.0,,,1.0,,6.0,,2.0,,1.0,,,2.0,1.0,2.0,3.0,6.0,1.0,,1.0,,0.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3471,133648.0,Marc Wilson,Marc,Wilson,1987-08-17,Northern Ireland,Ireland,18.0,M,Centre Central Midfielder,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13813,289420.0,Kevin Wimmer,Kevin,Wimmer,1992-11-15,Austria,Austria,6.0,D,Centre Central Defender,79,243.0,27.0,144.0,8.0,,44.0,387.0,,24.0,19.0,17.0,14.0,159.0,81.0,1.0,,3.0,,,1.0,,,,,,,,,,,,,1.0,,35.0,55.0,,18.0,1.0,11.0,1.0,2.0,0.0,1.0,4.0,60.0,51.0,78.0,40.0,110.0,20.0,234.0,14.0,,32.0,28.0,,40.0,51.0,30.0,30.0,65.0,131.0,68.0,9.0,20.0,1321.0,2.0,1.0,,482.0,12.0,96.0,31.0,8.0,141.0,141.0,,34.0,21.0,18.0,170.0,,,57.0,371.0,13.0,3.0,276.0,63.0,78.0,6.0,2.0,2.0,147455.08447265625,107.0,230.0,35.0,,99.0,504.0,1.0,1.0,1.0,3.0,24.0,,782.0,6.0,0.0,0.0,6.0,4.0,2.0,17.0,,,,61.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,10.0,,,10.0,4.0,,,,,,9.0,9.0,,,2.0,,,,,,,78.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7488,90987.0,Harry Winks,Harry,Winks,1996-02-02,England,England,8.0,M,Centre Central Midfielder,79,236.0,14.0,344.0,,14.0,35.0,578.0,,6.0,4.0,16.0,3.0,61.0,32.0,,3.0,9.0,,,,2.0,,1.0,1.0,,2.0,,3.0,,3.0,,,1.0,,107.0,53.0,,16.0,1.0,8.0,2.0,4.0,6.0,9.0,3.0,33.0,34.0,8.0,3.0,90.0,8.0,156.0,9.0,,9.0,9.0,,3.0,20.0,11.0,11.0,173.0,50.0,37.0,3.0,4.0,771.0,3.0,7.0,,631.0,2.0,72.0,117.0,16.0,102.0,102.0,5.0,18.0,30.0,16.0,206.0,2.0,,149.0,567.0,10.0,10.0,252.0,28.0,8.0,10.0,10.0,10.0,98202.88885498048,176.0,400.0,7.0,14.0,50.0,642.0,,3.0,4.0,7.0,15.0,4.0,761.0,2.0,17.0,17.0,7.0,10.0,8.0,12.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,2.0,,,2.0,,1.0,,1.0,,,1.0,,,,,,,,,2.0,,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4989,142952.0,Philipp Wollscheid,Philipp,Wollscheid,1989-03-06,Germany,Germany,2.0,D,Centre Central Defender,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3756,300570.0,Chris Wood,Chris,Wood,1991-12-07,New Zealand,New Zealand,20.0,F,Centre Striker,79,76.0,4.0,174.0,,55.0,4.0,250.0,,105.0,83.0,24.0,2.0,148.0,113.0,35.0,4.0,10.0,2.0,,4.0,8.0,2.0,6.0,1.0,1.0,0.0,2.0,4.0,3.0,33.0,5.0,5.0,16.0,2.0,114.0,46.0,4.0,17.0,5.0,10.0,4.0,5.0,,35.0,7.0,168.0,112.0,16.0,13.0,43.0,18.0,124.0,20.0,10.0,11.0,10.0,9.0,13.0,152.0,0.0,0.0,82.0,19.0,7.0,6.0,3.0,1633.0,4.0,7.0,24.0,412.0,4.0,76.0,74.0,24.0,271.0,271.0,15.0,5.0,26.0,17.0,95.0,10.0,,106.0,248.0,8.0,11.0,96.0,11.0,16.0,10.0,5.0,5.0,192263.8453369141,211.0,324.0,,73.0,7.0,415.0,,39.0,13.0,4.0,7.0,1.0,648.0,75.0,57.0,57.0,16.0,11.0,6.0,3.0,,,30.0,,,26.0,2.0,,,,4.0,4.0,2.0,6.0,5.0,15.0,9.0,9.0,12.0,2.0,4.0,,,1.0,,,,,1.0,1.0,8.0,,9.0,,,,,1.0,1.0,1.0,1.0,3.0,1.0,,,1.0,,2.0,1.0,,,,102.0,27.0,,9.0,1.0,1.0,,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14758,315652.0,Ben Woodburn,Ben,Woodburn,1999-10-15,Wales,Wales,,M,Left/Centre/Right Winger,79,2.0,,5.0,,1.0,,7.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,6.0,,,,8.0,,,4.0,,1.0,1.0,,,,1.0,1.0,,,2.0,7.0,,,2.0,,,,,,1273.10571289062,3.0,6.0,,1.0,,8.0,,,,1.0,,,8.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10479,313184.0,Freddie Woodman,Freddie,Woodman,1997-03-04,England,England,,G,Goalkeeper,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15285,153006.0,Matthew Worthington,Matthew,Worthington,1997-12-18,England,England,7.0,M,Midfielder,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
